KM,bookcallnum,title,author,year,month,page,specattr,sprocess,specpath,fullspecpath,localpath,hue,saturation,brightness,cluster
52,TR 1. A55,The American Annual of Photography and Photographic Times Almanac ,Scovill Manufacturing Co. ,1888,None,1a ,None,Photogravure,specimens_resized/52_S.JPG,specimens_resized_panel/52_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/52_S.JPG,34.0,0.3615433299098412,0.6249056041335453,7
53,TR 1. A55,The American Annual of Photography and Photographic Times Almanac,Scovill Manufacturing Co.,1888,None,49a,None,Gelatin silver DOP,specimens_resized/53_S.JPG,specimens_resized_panel/53_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/53_S.JPG,35.0,0.14883803369608092,0.5258403730171843,10
54,TR 1. A55,The American Annual of Photography and Photographic Times Almanac,Scovill Manufacturing Co.,1888,None,261a,Photogravure Co. ,Photolithograph,specimens_resized/54_S.JPG,specimens_resized_panel/54_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/54_S.JPG,203.0,0.11093839511442032,0.5509667861709902,10
55,TR 1. A55,The American Annual of Photography and Photographic Times Almanac ,Scovill Manufacturing Co.,1890,None,48a,F. Gutekunst ,Collotype,specimens_resized/55_S.JPG,specimens_resized_panel/55_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/55_S.JPG,51.0,0.08952456703965844,0.5423287185968138,10
56,TR 1. A55,The American Annual of Photography and Photographic Times Almanac,Scovill Manufacturing Co.,1890,None,178a,Photogravure Co.,Photogravure,specimens_resized/56_S.JPG,specimens_resized_panel/56_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/56_S.JPG,230.0,0.06928742450556231,0.5758149509803921,10
57,TR 1. A55,The American Annual of Photography and Photographic Times Almanac ,Scovill Manufacturing Co.,1892,None,1a ,N.Y.Photogravure Co.,Photogravure,specimens_resized/57_S.JPG,specimens_resized_panel/57_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/57_S.JPG,19.0,0.09101544667589592,0.4918163626209978,0
58,TR 1. A55,The American Annual of Photography and Photographic Times Almanac,Scovill Manufacturing Co.,1892,None,23a,F. Gutekunst ,Collotype,specimens_resized/58_S.JPG,specimens_resized_panel/58_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/58_S.JPG,42.0,0.2741665762245873,0.5610407411662581,10
59,TR 1. A55,The American Annual of Photography and Photographic Times Almanac,Scovill Manufacturing Co.,1892,None,150a,Albertype Co. ,Collotype,specimens_resized/59_S.JPG,specimens_resized_panel/59_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/59_S.JPG,223.0,0.09165031911353301,0.4933281773075084,10
60,TR 1. A55,The American Annual of Photography and Photographic Times Almanac ,Scovill Manufacturing Co.,1893,None,1a ,N.Y.Photogravure Co.,Photogravure,specimens_resized/60_S.JPG,specimens_resized_panel/60_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/60_S.JPG,60.0,0.21740423003409207,0.4878831244285278,10
61,TR 1. A55,The American Annual of Photography and Photographic Times Almanac,Scovill Manufacturing Co.,1893,None,269a,Albertype Co.,Collotype,specimens_resized/61_S.JPG,specimens_resized_panel/61_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/61_S.JPG,37.0,0.2096233295026273,0.5175334456699346,10
62,TR 1. A55,The American Annual of Photography and Photographic Times Almanac ,Scovill Manufacturing Co.,1894,None,1b,J.G. Browning,Collodion POP,specimens_resized/62_S.JPG,specimens_resized_panel/62_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/62_S.JPG,245.0,0.033071025370696464,0.5505936858755128,6
63,TR 1. A55,The American Annual of Photography and Photographic Times Almanac,Scovill Manufacturing Co.,1894,None,1a,Coloritype Company,Halftone,specimens_resized/63_S.JPG,specimens_resized_panel/63_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/63_S.JPG,44.0,0.17232853332374687,0.5803043141084558,10
64,TR 1. A55,The American Annual of Photography and Photographic Times Almanac,Scovill Manufacturing Co.,1894,None,114a,F. Gutekunst ,Collotype,specimens_resized/64_S.JPG,specimens_resized_panel/64_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/64_S.JPG,28.0,0.12198033332508391,0.537193767988847,11
65,TR 1. A55,The American Annual of Photography and Photographic Times Almanac,Scovill Manufacturing Co.,1894,None,130a,None,Halftone,specimens_resized/65_S.JPG,specimens_resized_panel/65_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/65_S.JPG,46.0,0.06715857079639999,0.5747719978875527,10
66,TR 1. A55,The American Annual of Photography and Photographic Times Almanac,Scovill Manufacturing Co.,1894,None,146a,Albertype Co. ,Collotype,specimens_resized/66_S.JPG,specimens_resized_panel/66_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/66_S.JPG,32.0,0.08621762305740803,0.5500378460207612,10
67,TR 1. A55,The American Annual of Photography and Photographic Times Almanac,Scovill Manufacturing Co.,1894,None,403a,American Aristotype Co. ,Collodion POP,specimens_resized/67_S.JPG,specimens_resized_panel/67_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/67_S.JPG,20.0,0.14859820944017646,0.580477858373079,0
68,TR 1. A55,The American Annual of Photography and Photographic Times Almanac ,Scovill Manufacturing Co.,1900,None,1a ,Albertype Co.,Collotype,specimens_resized/68_S.JPG,specimens_resized_panel/68_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/68_S.JPG,54.0,0.1903991664713989,0.540006363122172,6
69,TR 1. A55,The American Annual of Photography and Photographic Times Almanac,Scovill Manufacturing Co.,1900,None,22a,Gravure-Photochrome Engraving Co.,Collotype,specimens_resized/69_S.JPG,specimens_resized_panel/69_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/69_S.JPG,45.0,0.30305853181470216,0.5468331929125817,0
70,TR 1. A55,The American Annual of Photography and Photographic Times Almanac,Scovill Manufacturing Co.,1900,None,backmatter,Albemarle Paper Manufacturing Co. ,Blotting paper sample,specimens_resized/70_S.JPG,specimens_resized_panel/70_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/70_S.JPG,227.0,0.07861275250352417,0.5536127773477811,4
95,TR 1. A56,American Journal of Photography,Charles A. Seely,1861,June,48,None,Albumen silver print,specimens_resized/95_S.JPG,specimens_resized_panel/95_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/95_S.JPG,209.0,0.11611361198475822,0.5447741044018617,4
96,TR 1. A56,American Journal of Photography,Charles A. Seely,1861,July,86,None,Salted paper print,specimens_resized/96_S.JPG,specimens_resized_panel/96_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/96_S.JPG,219.0,0.059679214737345776,0.6015999987234477,4
97,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1874,April ,133a,None,Halftone,specimens_resized/97_S.JPG,specimens_resized_panel/97_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/97_S.JPG,46.0,0.03637564216141342,0.5597103187866055,10
98,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1874,June,196b,None,Photolithograph,specimens_resized/98_S.JPG,specimens_resized_panel/98_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/98_S.JPG,244.0,0.025372287919676672,0.5204653935618833,3
99,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1874,June,197a,None,Photolithograph,specimens_resized/99_S.JPG,specimens_resized_panel/99_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/99_S.JPG,1.0,0.016918586437766923,0.5504583333333333,8
100,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1877,July,192a,None,Carbon print,specimens_resized/100_S.JPG,specimens_resized_panel/100_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/100_S.JPG,338.0,0.13503914098570455,0.5338522518382353,11
101,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1878,December,353a,Artotype Co.,Collotype,specimens_resized/101_S.JPG,specimens_resized_panel/101_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/101_S.JPG,326.0,0.18338645810457763,0.5370719992231866,11
102,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1879,February,33a,Harroun & Bierstadt,Collotype,specimens_resized/102_S.JPG,specimens_resized_panel/102_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/102_S.JPG,266.0,0.06488182500917544,0.5253567179795895,11
103,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1879,March,65a,Harroun & Bierstadt,Collotype,specimens_resized/103_S.JPG,specimens_resized_panel/103_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/103_S.JPG,62.0,0.0661251077572291,0.5825043201971799,2
104,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1879,April,97a,Harroun & Bierstadt,Collotype,specimens_resized/104_S.JPG,specimens_resized_panel/104_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/104_S.JPG,40.0,0.07436563257967252,0.5646941051286107,11
105,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1879,May ,129a,Harroun & Bierstadt,Collotype,specimens_resized/105_S.JPG,specimens_resized_panel/105_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/105_S.JPG,48.0,0.04786567828483828,0.5754727616184595,2
106,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1879,July,193a,Harroun & Bierstadt,Collotype,specimens_resized/106_S.JPG,specimens_resized_panel/106_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/106_S.JPG,318.0,0.07183311116484634,0.48986301294469886,0
107,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1879,September,257a,Harroun & Bierstadt,Collotype,specimens_resized/107_S.JPG,specimens_resized_panel/107_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/107_S.JPG,42.0,0.05773778505192152,0.5882787542685612,0
108,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1879,October,289a,E. Klauber ,Collotype,specimens_resized/108_S.JPG,specimens_resized_panel/108_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/108_S.JPG,264.0,0.057510179231266285,0.5782406875510621,11
109,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1879,November,321a,Harroun & Bierstadt,Collotype,specimens_resized/109_S.JPG,specimens_resized_panel/109_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/109_S.JPG,336.0,0.06573332446126268,0.5333838094664095,11
110,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1880,March,65a,Harroun & Bierstadt,Collotype,specimens_resized/110_S.JPG,specimens_resized_panel/110_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/110_S.JPG,339.0,0.07985547074949793,0.48940643087054087,11
111,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1880,May,129a,Heliotype Printers Co. ,Collotype,specimens_resized/111_S.JPG,specimens_resized_panel/111_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/111_S.JPG,323.0,0.08406420634789807,0.5723159458675944,3
112,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1880,June,161a,Harroun & Bierstadt,Collotype,specimens_resized/112_S.JPG,specimens_resized_panel/112_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/112_S.JPG,257.0,0.08601535469944321,0.5291231925731187,3
113,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1880,July,195a,Harroun & Bierstadt,Collotype,specimens_resized/113_S.JPG,specimens_resized_panel/113_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/113_S.JPG,260.0,0.062073389642915665,0.5253247046769527,11
114,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1880,August,225a,Lithotype Printing Co. ,Photolithograph,specimens_resized/114_S.JPG,specimens_resized_panel/114_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/114_S.JPG,42.0,0.13510813460763857,0.5020963382097631,7
115,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1880,September,257a,Sarony,Albumen silver print,specimens_resized/115_S.JPG,specimens_resized_panel/115_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/115_S.JPG,37.0,0.15521146425909976,0.5700726203943115,0
116,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1880,November,321a,Harroun & Bierstadt,Collotype,specimens_resized/116_S.JPG,specimens_resized_panel/116_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/116_S.JPG,45.0,0.11654977206071244,0.5910981753812636,2
117,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1880,December,353a,W.J. Baker ,Collotype,specimens_resized/117_S.JPG,specimens_resized_panel/117_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/117_S.JPG,329.0,0.10401458482944619,0.5483189731898346,11
118,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,February,33a,Harroun & Bierstadt,Collotype,specimens_resized/118_S.JPG,specimens_resized_panel/118_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/118_S.JPG,37.0,0.15610622273702934,0.5446651011776661,2
119,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,March,65a,Harroun & Bierstadt,Collotype,specimens_resized/119_S.JPG,specimens_resized_panel/119_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/119_S.JPG,45.0,0.12415069255728457,0.5649592162133671,11
120,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,April,97a,Harroun & Bierstadt,Collotype,specimens_resized/120_S.JPG,specimens_resized_panel/120_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/120_S.JPG,55.0,0.09916968935917153,0.5849221622242647,11
121,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,July,193a,Harroun & Bierstadt,Collotype,specimens_resized/121_S.JPG,specimens_resized_panel/121_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/121_S.JPG,50.0,0.09122725685687492,0.5517421857392381,11
122,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,October,289a,E. Bierstadt,Collotype,specimens_resized/122_S.JPG,specimens_resized_panel/122_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/122_S.JPG,52.0,0.09058177249377357,0.5739066540077569,11
123,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,November,321a,None,Gelatin silver DOP,specimens_resized/123_S.JPG,specimens_resized_panel/123_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/123_S.JPG,264.0,0.1335407843628851,0.4984229186326937,7
124,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,December,353a,Harroun & Bierstadt,Collotype,specimens_resized/124_S.JPG,specimens_resized_panel/124_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/124_S.JPG,257.0,0.10382501974877356,0.5470568362480128,11
125,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1882,January,1a,None,Collotype,specimens_resized/125_S.JPG,specimens_resized_panel/125_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/125_S.JPG,50.0,0.10740524126698212,0.5927762540201266,11
126,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1882,April,97a,None,Collotype,specimens_resized/126_S.JPG,specimens_resized_panel/126_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/126_S.JPG,66.0,0.09372058460921438,0.5646500041778075,11
127,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1882,May ,129a,None,Collotype,specimens_resized/127_S.JPG,specimens_resized_panel/127_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/127_S.JPG,57.0,0.11888969504915023,0.555778974089636,11
128,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1882,August,225a,None,Collotype,specimens_resized/128_S.JPG,specimens_resized_panel/128_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/128_S.JPG,66.0,0.10812388332512578,0.6058190245371893,11
129,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1882,October,321a,None,Collotype,specimens_resized/129_S.JPG,specimens_resized_panel/129_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/129_S.JPG,38.0,0.1484102080975977,0.5597625931883171,11
130,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1882,December,385a,F. Edsall ,Albumen silver print,specimens_resized/130_S.JPG,specimens_resized_panel/130_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/130_S.JPG,23.0,0.07579668373924818,0.5466776879446469,0
131,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1897,July,199a,Automatic Photograph Co. ,Gelatin silver DOP,specimens_resized/131_S.JPG,specimens_resized_panel/131_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/131_S.JPG,30.0,0.08017397792811168,0.6016294227188083,6
156,TR1. A8,Atelier des Photographen,Unnamed ,1895,None,1a,"Meisenbach, Riffarth & Co.",Collotype,specimens_resized/156_S.JPG,specimens_resized_panel/156_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/156_S.JPG,41.0,0.04771172918459384,0.5765315468971093,7
157,TR1. A8,Atelier des Photographen,Unnamed ,1895,None,34b,Erwin Raupp,Albumen silver print,specimens_resized/157_S.JPG,specimens_resized_panel/157_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/157_S.JPG,44.0,0.10720783283503714,0.4748209387381895,10
158,TR1. A8,Atelier des Photographen,Unnamed ,1895,None,56b,Neue Photographie Gescellschaft,Gelatin silver DOP,specimens_resized/158_S.JPG,specimens_resized_panel/158_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/158_S.JPG,16.0,0.16534248392302991,0.5307060866013072,0
159,TR1. A8,Atelier des Photographen,Unnamed ,1895,None,112b,K. Hazura,Photogalvanograph,specimens_resized/159_S.JPG,specimens_resized_panel/159_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/159_S.JPG,26.0,0.09180289023963822,0.5937786216460268,6
160,TR1. A8,Atelier des Photographen,Unnamed ,1895,None,120b,E. Albert & Co.,Photogravure,specimens_resized/160_S.JPG,specimens_resized_panel/160_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/160_S.JPG,43.0,0.15636142329891628,0.5327487621933195,10
161,TR1. A8,Atelier des Photographen,Unnamed ,1895,None,152b,"Meisenbach, Riffarth & Co.",Photogravure,specimens_resized/161_S.JPG,specimens_resized_panel/161_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/161_S.JPG,35.0,0.1987642493916687,0.48429952384599667,8
162,TR1. A8,Atelier des Photographen,Unnamed ,1896,None,1a,J. Blechinger,Photogravure,specimens_resized/162_S.JPG,specimens_resized_panel/162_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/162_S.JPG,14.0,0.06815681611918643,0.5135255896913221,10
163,TR1. A8,Atelier des Photographen,Unnamed ,1896,None,68b,J. Blechinger,Photogravure,specimens_resized/163_S.JPG,specimens_resized_panel/163_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/163_S.JPG,27.0,0.09296925674027806,0.5343276748548581,3
164,TR1. A8,Atelier des Photographen,Unnamed ,1896,None,100b,J. Blechinger,Photogravure,specimens_resized/164_S.JPG,specimens_resized_panel/164_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/164_S.JPG,47.0,0.08232610333170405,0.5204301533757832,7
165,TR1. A8,Atelier des Photographen,Unnamed ,1896,None,136b,Neue Photographie Gescellschaft ,Gelatin silver DOP,specimens_resized/165_S.JPG,specimens_resized_panel/165_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/165_S.JPG,32.0,0.1621075275206232,0.4365272671568627,10
166,TR1. A8,Atelier des Photographen,Unnamed ,1896,None,168b,"Meisenbach, Riffarth & Co.",Photogravure,specimens_resized/166_S.JPG,specimens_resized_panel/166_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/166_S.JPG,42.0,0.1965418671000458,0.5574081460414353,8
167,TR1. A8,Atelier des Photographen,Unnamed ,1896,None,184b,Blechinger & Leykauf ,Photogravure,specimens_resized/167_S.JPG,specimens_resized_panel/167_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/167_S.JPG,29.0,0.11086004526445277,0.5682406184561203,10
168,TR1. A8,Atelier des Photographen,Unnamed ,1897,None,85b,Neue Photographie Gescellschaft,Gelatin silver DOP,specimens_resized/168_S.JPG,specimens_resized_panel/168_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/168_S.JPG,41.0,0.1168393888229394,0.5198426436546841,10
169,TR1. A8,Atelier des Photographen,Unnamed ,1897,None,102b,Blechinger & Leykauf ,Photogravure,specimens_resized/169_S.JPG,specimens_resized_panel/169_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/169_S.JPG,38.0,0.06208380004769325,0.5222453261012924,7
170,TR1. A8,Atelier des Photographen,Unnamed ,1897,None,128b,Joseph Scholz ,Photolithograph,specimens_resized/170_S.JPG,specimens_resized_panel/170_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/170_S.JPG,224.0,0.030812217054500966,0.5673122829861109,3
171,TR1. A8,Atelier des Photographen,Unnamed ,1897,None,137b,Blechinger & Leykauf ,Photogravure,specimens_resized/171_S.JPG,specimens_resized_panel/171_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/171_S.JPG,224.0,0.034448272792849455,0.5136713892874223,11
172,TR1. A8,Atelier des Photographen,Unnamed ,1897,None,138b,"Meisenbach, Riffarth & Co.",Photogravure,specimens_resized/172_S.JPG,specimens_resized_panel/172_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/172_S.JPG,200.0,0.18404425998401872,0.5531322608523179,2
173,TR1. A8,Atelier des Photographen,Unnamed ,1897,None,169b,"Meisenbach, Riffarth & Co.",Photogravure,specimens_resized/173_S.JPG,specimens_resized_panel/173_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/173_S.JPG,17.0,0.06671851840293128,0.4536615145318481,3
174,TR1. A8,Atelier des Photographen,Unnamed ,1897,None,170b,Blechinger & Leykauf ,Photogravure,specimens_resized/174_S.JPG,specimens_resized_panel/174_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/174_S.JPG,230.0,0.05146134921347102,0.5045987114505998,3
175,TR1. A8,Atelier des Photographen,Unnamed ,1898,None,1a,Blechinger & Leykauf ,Photogravure,specimens_resized/175_S.JPG,specimens_resized_panel/175_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/175_S.JPG,54.0,0.09712150297279952,0.5392852028719096,5
176,TR1. A8,Atelier des Photographen,Unnamed ,1898,None,41a,"Meisenbach, Riffarth & Co.",Photogravure,specimens_resized/176_S.JPG,specimens_resized_panel/176_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/176_S.JPG,29.0,0.15010459909696355,0.5211220820245573,8
177,TR1. A8,Atelier des Photographen,Unnamed ,1898,None,74a,Blechinger & Leykauf ,Photogravure,specimens_resized/177_S.JPG,specimens_resized_panel/177_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/177_S.JPG,34.0,0.0909166206919549,0.5246640057956884,11
178,TR1. A8,Atelier des Photographen,Unnamed ,1898,None,145a,Blechinger & Leykauf ,Photogravure,specimens_resized/178_S.JPG,specimens_resized_panel/178_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/178_S.JPG,15.0,0.08996901128166866,0.5436888794462509,11
179,TR1. A8,Atelier des Photographen,Unnamed ,1898,None,152b,None,Gelatin silver DOP,specimens_resized/179_S.JPG,specimens_resized_panel/179_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/179_S.JPG,34.0,0.16324693363334233,0.5373470493966818,10
180,TR1. A8,Atelier des Photographen,Unnamed ,1898,None,183a,Verlanganstalt F. Bruckmann,Photogravure,specimens_resized/180_S.JPG,specimens_resized_panel/180_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/180_S.JPG,36.0,0.13412170807928586,0.545429157239819,8
181,TR1. A8,Atelier des Photographen,Unnamed ,1899,None,1a,Blechinger & Leykauf ,Photogravure,specimens_resized/181_S.JPG,specimens_resized_panel/181_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/181_S.JPG,3.0,0.030064462649625947,0.5613648986641441,11
182,TR1. A8,Atelier des Photographen,Unnamed ,1899,None,53a,Blechinger & Leykauf ,Photogravure,specimens_resized/182_S.JPG,specimens_resized_panel/182_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/182_S.JPG,40.0,0.07325530621329324,0.5193131712483989,3
183,TR1. A8,Atelier des Photographen,Unnamed ,1899,None,89a,Blechinger & Leykauf ,Photogravure,specimens_resized/183_S.JPG,specimens_resized_panel/183_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/183_S.JPG,38.0,0.0764051334234787,0.5360376414528577,11
184,TR1. A8,Atelier des Photographen,Unnamed ,1899,None,109a,J.B. Obernetter,Photogravure,specimens_resized/184_S.JPG,specimens_resized_panel/184_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/184_S.JPG,29.0,0.12182096499279786,0.5313969159555014,7
185,TR1. A8,Atelier des Photographen,Unnamed ,1899,None,145a,"Meisenbach, Riffarth & Co.",Photogravure,specimens_resized/185_S.JPG,specimens_resized_panel/185_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/185_S.JPG,29.0,0.0981807514388103,0.5847095257021727,0
186,TR1. A8,Atelier des Photographen,Unnamed ,1899,None,165a,"Meisenbach, Riffarth & Co.",Photogravure,specimens_resized/186_S.JPG,specimens_resized_panel/186_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/186_S.JPG,39.0,0.14090054895686557,0.5632828580327158,11
187,TR1. A8,Atelier des Photographen,Unnamed ,1899,None,184b,Blechinger & Leykauf ,Photogravure,specimens_resized/187_S.JPG,specimens_resized_panel/187_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/187_S.JPG,21.0,0.06210518086635381,0.5832097306515198,11
197,TR 1. B83,British Journal Photographic Almanac,Unnamed ,1883,None,1a,Goupil & Cie.,Photogravure,specimens_resized/197_S.JPG,specimens_resized_panel/197_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/197_S.JPG,327.0,0.08406061338132495,0.5713893726350189,6
